Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
46,320,726571,0,2,Employed,156311,107493,1,Non-Graduated,47
23,472,2840,1,2,Self_Employed,57226,166352,0,Graduated,53
86,326,818768,0,0,Self_Employed,181163,75198,0,Graduated,79
78,328,467197,1,1,Employed,177139,52291,1,Non-Graduated,68
63,358,499086,0,1,Employed,31114,45711,1,Graduated,34
21,363,766283,0,1,Employed,147176,176995,1,Non-Graduated,86
46,484,62246,0,0,Self_Employed,148516,58211,0,Graduated,83
33,484,481693,0,1,Self_Employed,155142,134343,1,Non-Graduated,60
47,438,85792,1,2,Employed,169651,55555,0,Graduated,94
26,402,627762,0,2,Employed,188887,84159,1,Graduated,72
46,387,52926,1,0,Employed,113114,24076,0,Non-Graduated,64
18,420,443335,0,2,Employed,82470,71697,1,Graduated,31
84,400,395589,1,0,Self_Employed,180538,173516,1,Graduated,74
49,439,759462,1,2,Employed,118869,32070,0,Non-Graduated,60
57,313,565896,0,2,Self_Employed,125101,65944,0,Graduated,93
70,467,301394,0,0,Self_Employed,167713,11465,1,Non-Graduated,55
71,434,168086,1,0,Employed,147123,132904,1,Non-Graduated,60
78,382,773784,1,2,Self_Employed,83435,89294,0,Non-Graduated,81
66,311,740770,1,0,Employed,38190,137250,1,Non-Graduated,59
64,409,789887,0,0,Employed,74948,96868,0,Graduated,28
36,495,459057,1,1,Self_Employed,178746,145631,1,Non-Graduated,78
68,455,860771,1,2,Employed,39299,127169,1,Non-Graduated,55
89,355,344835,1,2,Employed,40840,74748,1,Graduated,32
47,414,869427,0,0,Self_Employed,37573,181739,0,Non-Graduated,90
95,347,137272,1,0,Employed,16208,114078,0,Non-Graduated,59
24,348,708666,1,0,Self_Employed,133834,122165,0,Graduated,36
48,344,204987,1,2,Employed,190124,146257,0,Graduated,61
57,330,982487,1,2,Self_Employed,198866,17771,1,Non-Graduated,36
67,432,920338,1,2,Employed,23954,63713,0,Graduated,47
34,463,129163,0,2,Employed,81855,128627,0,Graduated,22
39,406,104392,1,1,Employed,191556,94746,1,Graduated,44
93,429,563070,0,1,Employed,13887,137954,1,Graduated,49
74,420,794566,0,1,Employed,198150,148636,1,Non-Graduated,63
35,329,448516,1,1,Self_Employed,32044,97968,0,Graduated,58
73,345,758988,1,1,Self_Employed,76614,108336,1,Non-Graduated,93
50,489,166605,1,1,Employed,106430,69014,0,Non-Graduated,55
93,336,276597,0,2,Employed,182531,190948,1,Graduated,54
59,484,84753,1,0,Self_Employed,127269,92847,0,Non-Graduated,50
61,322,334223,1,0,Employed,163216,45371,0,Non-Graduated,27
30,397,872573,0,0,Self_Employed,139672,42951,1,Non-Graduated,59
19,499,726166,0,2,Employed,12865,129469,1,Graduated,74
29,448,259247,1,0,Self_Employed,80550,28159,0,Graduated,45
77,422,878257,0,2,Self_Employed,132469,49762,0,Non-Graduated,48
88,413,691523,0,1,Self_Employed,115777,128429,0,Graduated,25
60,400,394372,1,0,Self_Employed,147469,73878,1,Graduated,35
29,360,700351,0,2,Employed,21997,61351,0,Graduated,75
89,417,317142,1,0,Self_Employed,108503,121326,1,Non-Graduated,76
19,420,984887,1,0,Self_Employed,11451,141030,1,Graduated,46
22,500,915151,0,1,Self_Employed,111776,133915,1,Graduated,28
44,406,614747,0,2,Employed,83520,92120,1,Non-Graduated,34
22,448,621390,1,2,Self_Employed,93070,74869,1,Graduated,56
84,411,309992,1,1,Employed,85884,43212,0,Graduated,61
56,338,538006,0,0,Employed,80285,131086,0,Graduated,82
99,499,75783,1,0,Self_Employed,97067,10320,1,Non-Graduated,35
78,466,825948,1,1,Employed,189311,130125,0,Non-Graduated,26
31,465,916725,1,1,Employed,144646,74321,0,Non-Graduated,68
96,374,719540,0,2,Employed,76517,138615,0,Non-Graduated,89
90,425,655079,1,2,Self_Employed,195117,119930,1,Graduated,97
78,405,91427,1,0,Employed,70026,69296,1,Non-Graduated,99
66,379,478996,0,1,Employed,113779,104259,1,Non-Graduated,78
21,449,480223,1,2,Self_Employed,122660,138999,1,Non-Graduated,46
23,301,815969,0,2,Employed,107397,92666,1,Graduated,30
39,371,96903,0,1,Employed,160512,64385,0,Graduated,49
70,479,464149,1,0,Self_Employed,65434,28909,1,Non-Graduated,21
72,314,129161,0,1,Employed,175444,39360,0,Non-Graduated,39
23,304,317697,0,0,Self_Employed,199280,147022,1,Non-Graduated,73
50,421,819837,0,0,Employed,63589,86643,1,Graduated,100
89,452,109046,1,1,Self_Employed,19581,148154,0,Graduated,90
81,344,88275,0,1,Self_Employed,148249,13686,0,Graduated,25
72,338,353924,1,1,Self_Employed,30822,104282,0,Non-Graduated,87
46,462,627390,1,1,Employed,59570,186882,0,Non-Graduated,49
36,323,336170,0,2,Self_Employed,127071,117965,0,Non-Graduated,40
63,317,842384,1,2,Employed,43231,16189,1,Non-Graduated,37
34,387,626085,1,2,Self_Employed,30897,198686,0,Graduated,41
87,376,156734,1,1,Employed,42225,155867,0,Graduated,50
78,346,73222,1,0,Self_Employed,17205,107196,1,Non-Graduated,42
24,309,442571,1,2,Employed,165153,53800,0,Graduated,89
26,433,913477,0,2,Self_Employed,19315,171020,1,Graduated,77
47,458,315803,1,0,Employed,16517,134610,1,Non-Graduated,97
96,370,668502,1,2,Self_Employed,79692,185275,0,Non-Graduated,99
28,356,535010,1,0,Employed,130256,37123,0,Non-Graduated,59
86,485,88127,0,0,Employed,102310,112765,0,Non-Graduated,23
61,451,524424,0,2,Employed,106125,99593,1,Graduated,95
97,438,944937,1,1,Self_Employed,82081,67783,0,Non-Graduated,62
90,328,98128,1,2,Self_Employed,28178,101054,0,Non-Graduated,37
98,427,810688,0,0,Self_Employed,31139,151691,0,Graduated,97
79,436,458270,0,0,Self_Employed,83198,169832,1,Graduated,44
59,307,762699,1,0,Employed,127891,71834,1,Graduated,48
27,339,875522,1,2,Self_Employed,91663,98470,0,Non-Graduated,46
44,403,442642,1,1,Self_Employed,185960,159774,1,Graduated,70
30,429,957164,0,0,Self_Employed,154073,46164,1,Non-Graduated,29
78,371,969106,1,1,Self_Employed,92997,157656,0,Graduated,42
91,394,664757,0,1,Employed,171154,116790,1,Graduated,48
97,460,521193,0,1,Employed,133803,186544,0,Graduated,77
51,332,170600,0,2,Employed,187581,157367,1,Graduated,91
33,330,561793,0,2,Employed,31577,110443,1,Graduated,78
52,322,735827,1,1,Employed,196836,174031,1,Non-Graduated,48
66,357,589307,0,2,Self_Employed,151049,69958,0,Graduated,49
22,399,915652,0,2,Employed,69124,15285,0,Non-Graduated,53
64,441,129797,0,0,Self_Employed,182731,30973,0,Non-Graduated,30
93,406,235884,1,2,Self_Employed,89060,199269,1,Non-Graduated,22
94,400,897099,0,1,Employed,16649,195284,1,Graduated,87
66,481,65166,0,0,Self_Employed,142797,16706,0,Graduated,70
21,498,705262,0,2,Self_Employed,53208,142345,0,Graduated,32
97,379,124575,1,1,Self_Employed,185609,29098,0,Graduated,66
63,331,952417,1,1,Employed,123235,175014,0,Graduated,69
73,305,592637,0,0,Employed,95747,13113,0,Non-Graduated,40
91,397,710581,1,0,Employed,99312,63872,0,Non-Graduated,68
71,454,33146,0,1,Employed,36463,108903,0,Non-Graduated,39
53,438,764927,1,0,Self_Employed,61505,135840,0,Graduated,45
76,413,90048,0,1,Self_Employed,18283,164887,0,Non-Graduated,66
65,303,296743,1,0,Employed,180727,67714,1,Non-Graduated,29
61,360,398234,1,1,Employed,98833,86533,1,Graduated,84
44,314,151388,1,2,Self_Employed,144497,12238,1,Non-Graduated,33
46,491,904643,1,2,Self_Employed,175058,123698,0,Graduated,94
92,328,725017,0,1,Employed,88779,68555,1,Graduated,48
39,370,49553,1,1,Self_Employed,67141,187306,1,Graduated,78
30,385,673259,1,2,Self_Employed,15566,119508,0,Graduated,25
83,308,581343,0,2,Self_Employed,117514,124504,0,Non-Graduated,55
26,478,493864,1,1,Employed,83134,139408,1,Non-Graduated,56
78,433,313186,0,1,Self_Employed,39062,11037,0,Non-Graduated,79
72,367,181948,1,0,Self_Employed,148378,55878,0,Non-Graduated,39
35,308,333741,0,1,Employed,52147,116243,1,Non-Graduated,74
95,489,892035,0,2,Employed,196221,179821,0,Non-Graduated,78
82,408,327053,0,2,Employed,172850,132444,1,Graduated,80
57,320,58627,0,2,Employed,82558,40615,1,Graduated,39
49,386,322137,1,1,Self_Employed,163913,117285,0,Graduated,45
77,318,164936,0,0,Self_Employed,172246,55716,0,Non-Graduated,71
27,315,947638,0,2,Self_Employed,126184,134892,0,Non-Graduated,57
56,441,465409,1,1,Employed,159916,27429,0,Non-Graduated,64
93,375,742341,1,1,Self_Employed,22666,77408,0,Graduated,42
72,367,664036,0,1,Employed,191273,81242,0,Graduated,40
34,358,464596,1,0,Employed,168199,130400,1,Graduated,97
24,392,465468,0,2,Employed,77226,24708,0,Non-Graduated,84
48,398,886096,0,2,Employed,89384,177808,0,Non-Graduated,74
23,498,145592,1,1,Employed,27949,116006,1,Non-Graduated,85
44,405,500422,1,0,Self_Employed,78577,169899,1,Graduated,73
85,394,520430,0,0,Employed,183568,177984,0,Non-Graduated,51
23,444,331937,1,0,Employed,159701,110024,1,Graduated,57
95,485,266703,0,0,Employed,137298,125019,1,Non-Graduated,59
34,345,245028,0,0,Self_Employed,81825,156912,1,Non-Graduated,53
65,427,142919,0,0,Employed,120517,45742,1,Graduated,41
23,315,792163,1,0,Employed,194699,53319,1,Graduated,84
75,319,40192,1,0,Self_Employed,57600,23140,0,Graduated,41
71,327,136573,1,1,Employed,184474,29652,1,Graduated,26
98,479,272653,1,1,Employed,108812,108217,0,Graduated,75
69,368,947069,0,2,Self_Employed,18561,196221,1,Graduated,85
40,452,350709,0,1,Self_Employed,123402,21576,0,Graduated,24
37,327,588507,0,1,Self_Employed,195385,185572,0,Graduated,62
62,426,100871,1,2,Employed,49745,23935,1,Non-Graduated,89
75,437,710167,1,2,Employed,66292,29224,1,Non-Graduated,40
84,433,74266,1,2,Self_Employed,12661,193324,1,Graduated,98
67,340,129627,0,0,Employed,23957,63951,1,Graduated,52
70,362,997862,1,2,Employed,22481,173269,0,Non-Graduated,37
96,389,968259,0,2,Self_Employed,99368,70199,0,Non-Graduated,82
81,331,125725,1,0,Self_Employed,62116,88979,0,Non-Graduated,28
31,344,602004,0,2,Self_Employed,45043,188886,1,Non-Graduated,40
84,370,631916,0,2,Self_Employed,134426,75121,1,Graduated,56
18,389,7390,1,0,Self_Employed,23931,137276,1,Graduated,80
20,328,431387,1,2,Employed,127991,113282,1,Non-Graduated,52
59,324,488265,1,1,Employed,161878,35662,0,Graduated,26
49,392,440494,1,2,Self_Employed,109659,93575,0,Graduated,34
33,454,263445,0,2,Employed,179759,86200,1,Non-Graduated,90
60,302,574800,0,0,Employed,46613,87119,1,Non-Graduated,50
75,311,704863,0,1,Self_Employed,26665,68448,0,Graduated,82
43,316,866488,1,1,Self_Employed,151335,22628,0,Non-Graduated,79
68,360,160541,0,0,Employed,132828,63263,0,Graduated,48
94,348,608597,0,2,Self_Employed,61442,43012,0,Non-Graduated,97
70,407,527333,0,2,Self_Employed,50074,122558,0,Graduated,49
45,450,856782,0,2,Employed,162073,95735,0,Graduated,36
74,405,656556,0,1,Self_Employed,160293,94318,0,Non-Graduated,70
100,396,85893,1,0,Employed,69251,33412,1,Graduated,90
52,388,580309,0,1,Self_Employed,85492,189187,0,Non-Graduated,26
51,408,266534,0,0,Employed,56976,143618,0,Graduated,54
60,402,853183,1,1,Self_Employed,84167,191504,0,Non-Graduated,55
64,488,705645,0,2,Employed,132588,20130,0,Graduated,87
55,467,566798,0,2,Employed,130511,45348,1,Non-Graduated,70
33,466,709428,1,0,Self_Employed,66746,119663,0,Non-Graduated,74
71,423,618114,0,1,Self_Employed,144219,147160,0,Non-Graduated,39
99,370,474554,1,1,Employed,152741,30871,1,Graduated,98
27,325,877545,1,0,Employed,129462,123969,0,Graduated,68
68,427,817607,0,1,Self_Employed,99244,97205,1,Non-Graduated,74
32,490,609499,1,2,Employed,103916,109781,0,Graduated,88
85,371,84556,0,2,Self_Employed,134199,121355,1,Non-Graduated,78
81,306,462858,0,1,Self_Employed,162576,156081,1,Non-Graduated,50
55,418,996545,1,0,Self_Employed,169255,31948,0,Non-Graduated,95
76,345,116514,1,1,Employed,182286,83770,0,Graduated,22
59,344,474350,0,0,Employed,53877,147436,1,Graduated,73
99,390,448669,1,2,Employed,32829,191623,0,Graduated,46
35,359,301729,0,1,Self_Employed,196789,158723,0,Graduated,31
98,472,972022,0,1,Employed,168069,167296,1,Non-Graduated,39
75,429,165365,0,1,Employed,19714,30917,1,Non-Graduated,68
83,439,257286,0,0,Employed,91077,22050,0,Non-Graduated,88
80,353,584217,0,0,Employed,188488,120808,0,Graduated,37
87,405,961321,0,2,Employed,163004,126649,0,Non-Graduated,69
40,360,89921,1,2,Employed,198107,78907,1,Graduated,28
24,445,765946,1,1,Employed,143509,152719,0,Non-Graduated,93
53,300,184353,1,0,Employed,174932,138598,0,Non-Graduated,48
69,456,750586,0,0,Self_Employed,125331,106161,0,Non-Graduated,49
97,362,632046,0,2,Self_Employed,88029,102299,1,Graduated,38
21,468,408572,1,1,Self_Employed,28830,86244,0,Non-Graduated,64
33,393,205411,1,1,Employed,169913,96143,0,Non-Graduated,64
48,382,276032,0,1,Employed,129414,29031,1,Graduated,87
77,388,935603,0,1,Employed,77824,96811,0,Non-Graduated,81
90,418,566146,0,2,Employed,139464,146441,0,Non-Graduated,45
82,323,366206,1,1,Self_Employed,156925,20044,1,Graduated,95
80,407,780141,0,2,Self_Employed,87489,18067,1,Non-Graduated,39
24,377,190717,0,2,Employed,187364,165046,1,Graduated,24
55,395,672701,0,2,Self_Employed,113568,64138,0,Non-Graduated,67
39,356,54085,1,1,Employed,80784,34621,1,Graduated,94
94,478,500949,1,0,Self_Employed,172190,18412,1,Graduated,45
88,443,775490,0,2,Employed,119155,185199,1,Non-Graduated,84
56,416,497408,1,0,Employed,102691,25215,1,Graduated,78
23,320,112295,1,0,Employed,42997,175897,1,Non-Graduated,97
65,435,892414,0,1,Employed,68767,177735,1,Non-Graduated,65
82,413,702827,0,0,Employed,114763,19646,0,Non-Graduated,82
34,497,305783,1,0,Self_Employed,54982,54724,1,Non-Graduated,76
35,435,195094,1,2,Employed,99709,115435,0,Non-Graduated,62
37,491,936888,1,0,Self_Employed,92018,109637,1,Graduated,32
75,482,523381,0,2,Self_Employed,33923,154187,1,Graduated,53
37,482,425713,1,1,Employed,143755,172819,0,Graduated,88
71,395,361710,1,1,Employed,106473,71178,0,Graduated,97
78,471,2989,0,0,Employed,104528,130149,0,Graduated,70
37,387,376986,0,0,Self_Employed,102546,45297,1,Non-Graduated,60
79,412,837445,1,1,Self_Employed,51815,142363,1,Non-Graduated,40
99,383,226862,1,1,Self_Employed,193652,193538,0,Non-Graduated,42
26,409,754482,0,2,Self_Employed,94619,128632,1,Graduated,39
31,300,737706,0,2,Self_Employed,68681,80094,1,Graduated,74
37,372,651253,0,0,Employed,62217,60860,1,Graduated,77
31,359,797253,0,0,Self_Employed,134655,63039,0,Non-Graduated,71
95,435,528732,0,1,Self_Employed,114245,28602,0,Non-Graduated,54
73,490,328033,0,2,Employed,13587,63690,0,Graduated,50
63,352,430602,1,1,Self_Employed,178679,120411,0,Non-Graduated,81
76,373,341824,1,2,Employed,116266,172543,0,Non-Graduated,48
93,465,980770,1,2,Employed,172498,97645,1,Non-Graduated,52
62,300,952474,1,2,Self_Employed,43677,79445,1,Non-Graduated,60
33,322,748001,0,2,Self_Employed,115674,161726,0,Non-Graduated,32
92,451,438075,0,2,Employed,60209,159847,1,Graduated,28
54,373,91838,1,1,Self_Employed,79047,131086,1,Graduated,98
58,462,172425,0,0,Self_Employed,135426,28154,0,Non-Graduated,83
78,355,128111,1,1,Self_Employed,10428,23554,0,Non-Graduated,78
69,302,767959,0,0,Self_Employed,164552,60055,0,Non-Graduated,91
58,392,598427,1,0,Self_Employed,50829,87360,0,Graduated,70
73,460,335534,0,2,Self_Employed,153956,28636,1,Non-Graduated,66
67,355,38417,0,2,Self_Employed,133138,120414,0,Non-Graduated,40
50,395,662679,1,1,Employed,103530,149891,1,Non-Graduated,81
76,497,955747,1,0,Employed,169304,114107,0,Non-Graduated,91
47,338,968465,1,2,Self_Employed,54734,129418,1,Graduated,53
82,378,902678,0,2,Self_Employed,73096,93153,0,Graduated,45
38,415,750817,0,0,Self_Employed,38614,92874,1,Graduated,96
94,496,880982,1,1,Employed,197679,55636,1,Non-Graduated,60
66,493,304472,1,2,Self_Employed,115480,61728,1,Non-Graduated,60
58,333,627426,1,1,Employed,24455,36567,1,Non-Graduated,86
32,476,745335,0,0,Self_Employed,147629,23862,1,Graduated,75
94,353,479887,1,2,Employed,27282,180926,0,Graduated,89
96,457,951540,1,1,Self_Employed,187889,186698,1,Graduated,21
88,389,976494,0,1,Self_Employed,176067,86500,1,Graduated,43
41,337,14735,0,2,Self_Employed,13815,158404,0,Non-Graduated,74
76,462,263801,0,1,Employed,133807,119034,1,Non-Graduated,74
29,447,93156,1,2,Self_Employed,29675,56025,0,Non-Graduated,99
78,335,916688,1,0,Self_Employed,56771,17444,1,Non-Graduated,59
44,439,710962,0,2,Employed,154865,44300,1,Non-Graduated,38
45,305,509943,1,2,Employed,106456,93592,1,Graduated,54
58,446,612800,0,1,Employed,166223,113003,0,Non-Graduated,73
58,404,46903,0,0,Self_Employed,33421,11868,1,Graduated,95
77,404,471176,1,0,Employed,71430,106255,1,Non-Graduated,94
54,398,705180,0,1,Employed,157482,37162,0,Graduated,74
87,350,932387,0,0,Self_Employed,131199,101136,0,Non-Graduated,55
53,412,55675,0,1,Self_Employed,124996,188695,0,Graduated,40
47,491,454463,1,2,Self_Employed,162045,75429,1,Graduated,74
56,356,443507,0,0,Self_Employed,12534,143420,1,Graduated,87
28,336,146594,0,1,Self_Employed,40571,16120,1,Graduated,53
31,405,388858,1,1,Self_Employed,109084,192947,0,Graduated,37
29,396,977126,0,2,Self_Employed,116779,130111,1,Graduated,60
63,344,168588,1,1,Self_Employed,42010,194503,1,Graduated,61
39,430,906762,1,1,Employed,57345,96692,1,Graduated,69
86,359,446197,1,2,Employed,100751,195559,1,Graduated,39
46,464,904084,1,1,Self_Employed,191605,55221,1,Non-Graduated,67
59,413,72471,1,0,Self_Employed,198396,137604,1,Non-Graduated,59
20,395,959884,1,2,Self_Employed,75964,36905,1,Non-Graduated,72
93,311,821953,0,1,Employed,159872,135476,0,Non-Graduated,75
67,495,536372,0,2,Employed,187341,155351,0,Graduated,96
77,477,669136,0,2,Employed,179465,67502,0,Graduated,96
65,452,759004,0,0,Self_Employed,114854,112526,1,Graduated,49
72,405,348909,0,2,Self_Employed,104901,104306,0,Graduated,77
58,434,662470,1,2,Self_Employed,22349,173729,0,Non-Graduated,81
73,452,264906,0,0,Self_Employed,12546,148724,0,Non-Graduated,91
79,431,117913,1,2,Self_Employed,153975,20494,0,Non-Graduated,23
100,317,716063,1,2,Self_Employed,60690,124959,0,Non-Graduated,89
73,487,676116,0,2,Self_Employed,76341,102091,1,Graduated,69
35,433,482811,0,2,Self_Employed,194990,157652,0,Non-Graduated,98
46,407,582704,0,1,Self_Employed,147481,108386,0,Graduated,24
99,405,364405,1,2,Employed,15003,60020,1,Non-Graduated,90
41,420,604599,1,2,Self_Employed,82503,173847,0,Non-Graduated,44
53,315,190443,1,2,Employed,115747,155087,1,Graduated,28
20,367,669907,0,0,Employed,197906,182348,1,Graduated,69
80,423,425722,1,2,Employed,62692,72931,1,Graduated,95
46,486,891462,1,0,Self_Employed,126431,49875,1,Non-Graduated,72
20,395,180315,1,2,Employed,40316,108776,1,Graduated,100
90,486,987700,0,0,Self_Employed,28395,172057,1,Non-Graduated,88
20,414,152934,0,0,Self_Employed,137397,89656,0,Non-Graduated,29
68,371,445906,1,2,Employed,25751,155235,1,Non-Graduated,39
65,359,553746,1,2,Employed,96095,128930,0,Graduated,87
32,386,199082,0,1,Employed,118563,130183,0,Graduated,81
41,452,745833,1,1,Self_Employed,105240,199849,1,Graduated,76
79,431,439538,0,1,Self_Employed,155340,12269,1,Non-Graduated,51
29,390,589655,0,1,Self_Employed,144739,22581,0,Non-Graduated,73
81,330,709041,1,2,Employed,107304,119842,1,Graduated,24
31,438,594150,0,0,Employed,104379,185740,0,Non-Graduated,24
54,499,792725,0,1,Employed,145653,130592,1,Non-Graduated,86
89,372,303426,1,0,Self_Employed,146000,21623,0,Non-Graduated,86
73,333,790694,0,0,Employed,154278,118450,0,Graduated,35
79,329,807198,0,0,Self_Employed,170405,58293,1,Graduated,73
99,355,689248,1,1,Employed,151195,27833,1,Graduated,55
30,393,34519,1,1,Self_Employed,51225,162334,1,Non-Graduated,75
76,303,924917,1,2,Self_Employed,64932,15122,1,Graduated,46
67,463,48109,1,1,Employed,23393,131035,1,Non-Graduated,61
54,399,773416,1,0,Employed,193281,136002,0,Non-Graduated,100
18,328,383445,1,2,Employed,55104,22597,0,Graduated,54
80,425,435890,0,0,Self_Employed,128690,132011,1,Graduated,64
99,379,30420,1,0,Self_Employed,43912,84882,1,Non-Graduated,88
59,432,266421,1,0,Employed,131130,97781,1,Non-Graduated,80
89,491,434967,0,0,Employed,97468,100818,0,Graduated,71
72,317,593565,1,1,Self_Employed,51745,144765,0,Graduated,56
24,419,555110,1,0,Self_Employed,49412,47237,0,Graduated,54
18,497,668456,1,1,Self_Employed,142720,24040,1,Graduated,24
46,373,343830,1,0,Employed,180897,47536,0,Non-Graduated,90
34,459,68087,1,0,Employed,30763,130945,1,Graduated,48
73,479,67392,0,0,Self_Employed,119355,92201,0,Non-Graduated,48
35,402,990038,1,2,Employed,67214,33789,1,Graduated,82
43,458,859765,1,1,Self_Employed,16829,185129,1,Graduated,46
69,420,847177,0,0,Self_Employed,123680,171056,1,Non-Graduated,87
23,383,81119,0,1,Self_Employed,102774,196921,1,Non-Graduated,54
88,418,657746,1,2,Self_Employed,178065,68511,1,Graduated,31
84,338,369354,0,1,Self_Employed,81512,11715,1,Graduated,32
